water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,beach,beach,beach,beach,beach,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,rock,rock,grass,grass,grass,grass,grass,grass,rock,rock,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,path,path,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock
water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,,beach,beach,beach,beach,beach,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,path,path,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock
water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,beach,beach,beach,beach,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,path,path,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock
water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,beach,beach,beach,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,path,path,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock
water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,beach,beach,beach,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,building,building,building,building,building,building,building,building,building,building,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,path,path,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock
water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,beach,beach,beach,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,building,building,building,building,building,building,building,building,building,building,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,path,path,grass,grass,grass,grass,grass,field,field,field,field,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock
water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,beach,beach,beach,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,field,field,field,field,field,field,field,field,field,field,field,field,building,building,building,building,building,building,building,building,building,building,field,field,field,field,field,grass,grass,grass,grass,grass,grass,grass,path,path,grass,grass,grass,grass,grass,field,field,field,field,field,field,field,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock
water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,beach,beach,beach,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,field,field,field,field,field,field,field,field,field,field,field,field,building,building,building,building,building,building,building,building,building,building,field,field,field,field,field,grass,grass,grass,grass,grass,grass,grass,path,path,grass,grass,grass,grass,grass,field,field,field,field,field,field,field,field,field,field,field,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,rock,rock,rock,rock,rock,rock,rock,rock,rock
water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,beach,beach,beach,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,field,field,field,field,field,field,field,field,field,field,field,field,building,building,building,building,building,building,building,building,building,building,field,field,field,field,field,grass,grass,grass,grass,grass,grass,grass,path,path,grass,grass,grass,grass,grass,field,field,field,field,field,field,field,field,field,field,field,field,field,field,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,rock,rock,rock,rock,rock,rock,rock,rock
water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,beach,beach,beach,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,field,field,field,field,field,field,field,field,field,field,field,field,building,building,building,building,building,building,building,building,building,building,field,field,field,field,field,grass,grass,grass,grass,grass,grass,grass,path,path,grass,grass,grass,grass,grass,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,rock,rock,rock,rock,rock,rock,rock
water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,beach,beach,beach,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,path,path,field,field,field,field,field,field,field,field,field,grass,grass,grass,grass,grass,grass,grass,path,path,grass,grass,grass,grass,grass,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,grass,grass,grass,grass,grass,grass,grass,grass,grass,rock,rock,rock,rock,rock,rock
water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,beach,beach,beach,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,path,path,field,field,field,field,field,field,field,field,field,grass,grass,grass,grass,grass,grass,grass,path,path,grass,grass,grass,grass,grass,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,grass,grass,grass,grass,grass,grass,rock,rock,rock,rock,rock
water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,beach,beach,beach,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,path,path,path,path,path,path,path,path,path,path,path,path,path,path,path,path,path,path,path,path,grass,grass,grass,grass,grass,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,grass,grass,grass,grass,grass,grass,rock,rock,rock,rock,rock
water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,beach,beach,beach,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,path,path,path,path,path,path,path,path,path,path,path,path,path,path,path,path,path,path,path,path,grass,grass,grass,grass,grass,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,grass,grass,grass,grass,grass,grass,grass,rock,rock,rock,rock
water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,beach,beach,beach,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,grass,grass,grass,grass,grass,grass,grass,path,path,grass,grass,grass,grass,grass,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,grass,grass,grass,grass,grass,grass,grass,grass,rock,rock,rock
water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,beach,beach,beach,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,grass,grass,grass,grass,grass,grass,grass,path,path,grass,grass,grass,grass,grass,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,grass,grass,grass,grass,grass,grass,grass,grass,rock,rock,rock
water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,beach,beach,beach,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,grass,grass,grass,grass,grass,grass,grass,path,path,grass,grass,grass,grass,grass,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,grass,grass,grass,grass,grass,grass,grass,grass,grass,rock,rock
water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,beach,beach,beach,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,grass,grass,grass,grass,grass,grass,grass,path,path,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,grass,grass,grass,grass,grass,grass,grass,grass,grass,rock,rock
water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,beach,beach,beach,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,grass,grass,grass,grass,grass,grass,grass,path,path,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,grass,grass,grass,grass,grass,grass,grass,grass,grass,rock,rock
water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,beach,beach,beach,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,field,grass,grass,grass,grass,grass,grass,grass,path,path,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,field,field,field,field,field,field,field,field,field,field,field,grass,grass,grass,grass,grass,grass,grass,grass,rock,rock,rock
water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,beach,beach,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,path,path,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,field,field,field,field,field,field,grass,grass,grass,grass,grass,grass,grass,grass,rock,rock,rock
water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,beach,beach,beach,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,path,path,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,rock,rock,rock,rock
water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,beach,beach,beach,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,path,path,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,rock,rock,rock,rock
water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,beach,beach,beach,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,path,path,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,rock,rock,rock,rock
water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,beach,beach,beach,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,path,path,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,rock,rock,rock,rock,rock
water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,beach,beach,beach,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,path,path,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,rock,rock,rock,rock,rock
water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,beach,beach,beach,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,path,path,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,rock,rock,rock,rock,rock,rock
water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,beach,beach,beach,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,building,building,building,building,building,building,building,building,building,building,building,building,building,building,building,grass,grass,grass,grass,path,path,path,path,path,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,rock,rock,rock,rock,rock,rock
